#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-02-22T10:47:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60338a8c24f1	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:IX/10A&tab:{IX/10A/1rxs}&key:source=IX/10A/1rxs&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=IX/10A/1rxs
#-order=I
#-out=1RXS
#-out=RAJ2000
#-out=DEJ2000
#-out=Count
#

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	1RXS	(A16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000), decimal degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000), decimal degrees	[ucd=pos.eq.dec;meta.main]
#Column	Count	(E9.2)	? Source countrate (4)	[ucd=phot.count;em.X-ray]
Name;deg;deg;ct/s
J091230.8+155531;138.12833;+15.92528; 3.02e-01
J091234.9-151659;138.14542;-15.28319; 1.40e-01
J091235.7-095624;138.14876;-09.94014; 7.16e-02
J091238.5+372542;138.16042;+37.42847; 6.97e-02
J091243.9+093549;138.18292;+09.59694; 7.15e-02
J091244.6+460234;138.18584;+46.04292; 1.35e-01
J091248.0+285430;138.20000;+28.90847; 9.99e-02
J091248.1-583919;138.20041;-58.65528; 3.79e-01
J091254.7+793731;138.22792;+79.62527; 1.08e-01
J091255.9+692155;138.23291;+69.36528; 7.48e-02
J091300.4-210315;138.25166;-21.05431; 9.33e-01
J091302.0+525942;138.25833;+52.99514; 9.52e-02
J091308.7+474222;138.28625;+47.70625; 8.68e-02
J091313.3+365815;138.30540;+36.97083; 1.10e-01
J091316.2-552900;138.31750;-55.48347; 1.16e-01
J091317.8-392042;138.32417;-39.34514; 5.32e-02
J091318.3+552533;138.32625;+55.42597; 5.16e-02
J091318.4+751334;138.32668;+75.22625; 5.63e-02
J091323.4+685231;138.34750;+68.87542; 7.86e-02
J091324.6+813318;138.35251;+81.55500; 1.76e-01
J091328.1+360539;138.36708;+36.09417; 9.49e-02
J091329.9-625906;138.37457;-62.98500; 1.45e-01
J091334.4+745146;138.39333;+74.86278; 1.33e-01
J091338.2+465921;138.40916;+46.98917; 2.62e-01
J091345.4+474208;138.43916;+47.70236; 1.48e-01
J091346.0+405620;138.44167;+40.93903; 1.21e-01
J091350.2-040841;138.45917;-04.14486; 9.39e-02
J091358.6+791114;138.49417;+79.18723; 1.71e-01
J091401.0+050743;138.50417;+05.12861; 1.23e-01
J091407.4+352733;138.53084;+35.45930; 3.34e-01
J091407.4-603208;138.53084;-60.53556; 1.86e-01
J091413.9+772842;138.55791;+77.47847; 6.29e-02
J091416.4+503408;138.56834;+50.56903; 1.13e-01
J091421.5+013756;138.58958;+01.63222; 5.18e-02
J091422.0+021916;138.59167;+02.32111; 1.24e-01
J091424.4+524118;138.60167;+52.68847; 2.57e-01
J091428.2+550642;138.61751;+55.11180; 5.39e-02
J091431.6-635500;138.63167;-63.91681; 7.96e-02
J091435.6+063259;138.64833;+06.54972; 6.55e-02
J091445.0+400314;138.68750;+40.05403; 7.44e-02
J091448.6+085323;138.70251;+08.88972; 9.94e-02
J091450.9-280506;138.71208;-28.08500; 6.05e-02
J091453.8+042636;138.72417;+04.44333; 4.23e-01
J091456.7-080058;138.73625;-08.01611; 1.49e-01
J091503.1+081254;138.76292;+08.21514; 6.62e-02
J091506.7+443448;138.77792;+44.58000; 6.59e-02
J091509.6-570030;138.78999;-57.00847; 1.05e-01
J091514.1-752357;138.80875;-75.39917; 7.12e-02
J091516.0-551137;138.81667;-55.19375; 5.51e-02
J091519.0+060135;138.82916;+06.02653; 5.66e-02
J091520.4+411922;138.83501;+41.32292; 1.11e-01
J091527.7-584729;138.86542;-58.79153; 6.47e-02
J091528.1+784146;138.86708;+78.69611; 1.13e-01
J091528.1-760856;138.86708;-76.14889; 7.11e-02
J091534.5-690455;138.89375;-69.08195; 2.68e-01
J091536.4+053904;138.90166;+05.65111; 9.54e-02
J091537.8+290242;138.90750;+29.04500; 5.12e-02
J091543.4+065332;138.93083;+06.89222; 2.15e-01
J091552.2+293335;138.96750;+29.55972; 6.00e-01
J091552.3+090056;138.96791;+09.01569; 1.81e-01
J091555.7-121402;138.98209;-12.23389; 5.58e-01
J091557.1-591110;138.98793;-59.18611; 8.77e-02
J091557.3+352925;138.98875;+35.49042; 5.30e-02
J091607.3+173527;139.03043;+17.59097; 7.19e-02
J091609.5-621934;139.03958;-62.32625; 1.22e-01
J091609.6+015320;139.03999;+01.88889; 9.07e-02
J091611.5-002346;139.04791;-00.39625; 7.91e-02
J091616.1+392703;139.06709;+39.45083; 1.06e-01
J091618.2+445530;139.07582;+44.92514; 8.12e-01
J091625.7+040940;139.10709;+04.16125; 6.11e-02
J091631.5+814918;139.13124;+81.82166; 5.15e-02
J091632.4+370620;139.13499;+37.10556; 5.67e-02
J091639.8+004356;139.16583;+00.73236; 1.26e-01
J091644.7-244735;139.18625;-24.79306; 6.32e-02
J091651.8+523829;139.21584;+52.64139; 4.28e-01
J091657.6-194613;139.23999;-19.77028; 9.60e-01
J091658.4+110015;139.24335;+11.00431; 8.05e-02
J091701.0-093710;139.25417;-09.61944; 1.47e-01
J091701.6+190819;139.25667;+19.13861; 1.02e-01
J091702.0-004409;139.25833;-00.73597; 2.33e-01
J091703.7-544244;139.26541;-54.71222; 6.11e-02
J091707.4+210058;139.28084;+21.01611; 5.20e-02
J091712.0+753043;139.30000;+75.51195; 5.34e-02
J091714.7-034302;139.31125;-03.71722; 1.17e-01
J091719.2+233910;139.33000;+23.65278; 8.41e-02
J091727.6-645630;139.36501;-64.94180; 1.60e-01
J091728.6+134843;139.36917;+13.81194; 5.91e-02
J091729.5-020442;139.37291;-02.07847; 5.82e-02
J091733.0+384725;139.38750;+38.79042; 5.78e-02
J091743.1-322450;139.42958;-32.41389; 5.15e-02
J091744.5+461229;139.43541;+46.20819; 6.90e-01
J091749.0+245328;139.45416;+24.89125; 6.23e-02
J091750.0+711753;139.45833;+71.29819; 7.86e-02
J091750.9+075657;139.46208;+07.94931; 8.35e-02
J091751.1+514327;139.46292;+51.72417; 3.45e-01
J091755.4-032311;139.48083;-03.38639; 5.73e-02
J091756.4-372350;139.48500;-37.39736; 1.22e-01
J091802.2-545222;139.50917;-54.87278; 5.45e-02
J091806.4-121858;139.52667;-12.31611; 5.34e-02
J091807.6-120543;139.53166;-12.09528; 2.35e+00
J091808.7+030353;139.53625;+03.06486; 8.46e-02
J091814.9+360912;139.56209;+36.15333; 1.46e-01
J091826.2+161825;139.60916;+16.30694; 7.56e-01
J091828.6-315233;139.61917;-31.87597; 6.64e-02
J091834.4-051131;139.64334;-05.19208; 5.18e-02
J091834.7+315632;139.64459;+31.94236; 6.55e-02
J091850.2+364814;139.70917;+36.80389; 2.10e-01
J091850.3-211515;139.70959;-21.25430; 5.42e-02
J091856.3+301713;139.73457;+30.28708; 6.25e-02
J091901.0+461059;139.75417;+46.18319; 8.13e-02
J091903.8-482433;139.76584;-48.40917; 5.37e-02
J091904.6+732334;139.76917;+73.39291; 8.78e-02
J091907.0-353822;139.77917;-35.63958; 2.56e-01
J091912.7-205739;139.80292;-20.96083; 1.06e-01
J091919.9-321307;139.83292;-32.21875; 1.16e-01
J091921.9-773847;139.84125;-77.64639; 4.78e-01
J091922.2+620321;139.84250;+62.05597; 2.00e-01
J091926.6+110659;139.86084;+11.11653; 1.03e-01
J091932.2+783317;139.88417;+78.55473; 9.50e-02
J091935.3+753948;139.89708;+75.66348; 1.42e-01
J091944.9-063223;139.93709;-06.53986; 6.06e-02
J091949.1+334532;139.95457;+33.75889; 1.92e-01
J091951.4-073535;139.96416;-07.59319; 1.20e-01
J091954.9+552120;139.97876;+55.35569; 2.14e-01
J092000.8+305235;140.00333;+30.87639; 1.21e-01
J092001.3+664707;140.00542;+66.78542; 7.14e-02
J092007.4-062022;140.03084;-06.33958; 9.04e-02
J092013.2-383452;140.05499;-38.58111; 5.69e-02
J092013.9+391010;140.05792;+39.16958; 5.92e-02
J092015.3+860254;140.06375;+86.04847; 1.28e-01
J092019.1+370658;140.07959;+37.11625; 6.70e-02
J092021.4-093621;140.08917;-09.60583; 6.50e-02
J092023.1+021351;140.09625;+02.23083; 5.09e-02
J092023.4+614717;140.09750;+61.78819; 7.37e-02
J092025.5+303154;140.10625;+30.53167; 6.61e-02
J092026.2-551224;140.10918;-55.20667; 5.94e+00
J092030.8+013544;140.12834;+01.59556; 8.62e-02
J092043.1-295634;140.17958;-29.94278; 7.40e-02
J092055.4-153655;140.23083;-15.61528; 8.53e-02
J092056.6-151536;140.23582;-15.26014; 5.71e-02
J092057.2-225716;140.23833;-22.95444; 2.24e-01
J092057.9+444200;140.24126;+44.70000; 1.16e-01
J092059.5+381118;140.24792;+38.18833; 6.50e-02
J092101.2-051529;140.25500;-05.25819; 6.87e-02
J092108.2+480201;140.28416;+48.03375; 8.59e-02
J092108.3+453854;140.28458;+45.64847; 1.23e-01
J092115.4+285445;140.31416;+28.91250; 7.05e-02
J092115.7+254916;140.31543;+25.82111; 5.17e-02
J092115.7+393955;140.31543;+39.66528; 4.77e-01
J092115.9+101747;140.31625;+10.29639; 1.41e-01
J092125.3+482457;140.35542;+48.41597; 8.30e-02
J092126.8-115423;140.36168;-11.90653; 9.99e-02
J092139.9+321601;140.41624;+32.26694; 6.37e-02
J092142.1+023112;140.42542;+02.52014; 5.72e-02
J092142.1+293817;140.42542;+29.63806; 1.12e-01
J092150.2-510500;140.45917;-51.08333; 5.02e-02
J092152.9+033656;140.47041;+03.61569; 5.42e-02
J092203.3-302525;140.51375;-30.42361; 8.36e-02
J092203.8+492330;140.51584;+49.39180; 6.31e-02
J092208.7+034549;140.53625;+03.76375; 9.26e-02
J092222.6-340332;140.59418;-34.05903; 9.53e-02
J092226.2+401213;140.60916;+40.20361; 2.91e+00
J092234.8-631740;140.64500;-63.29445; 1.06e+00
J092241.4-221909;140.67250;-22.31931; 6.43e-02
J092242.6+105250;140.67751;+10.88056; 5.72e-02
J092246.4+512046;140.69333;+51.34611; 4.19e-01
J092251.2+755408;140.71333;+75.90222; 6.74e-02
J092253.7-134919;140.72375;-13.82194; 6.53e-01
J092255.0-395012;140.72917;-39.83681; 1.12e-01
J092255.2-145339;140.73000;-14.89431; 1.12e-01
J092310.1+453053;140.79208;+45.51472; 1.24e-01
J092316.7-022228;140.81958;-02.37444; 1.25e-01
J092317.9-501350;140.82458;-50.23056; 8.83e-02
J092320.5-045952;140.83542;-04.99778; 6.22e-02
J092321.9+282519;140.84125;+28.42208; 5.85e-02
J092331.5-330716;140.88124;-33.12125; 5.55e-02
J092334.8-611143;140.89499;-61.19528; 1.92e-01
J092338.8-213541;140.91167;-21.59486; 3.75e-01
J092339.4-471104;140.91417;-47.18444; 5.95e-02
J092341.9-734050;140.92458;-73.68069; 5.91e-02
J092343.0+225437;140.92917;+22.91028; 1.63e+00
J092344.1-230858;140.93375;-23.14958; 6.06e-02
J092344.5+715537;140.93542;+71.92709; 5.29e-02
J092348.2-233926;140.95082;-23.65736; 6.25e-02
J092401.1+053350;141.00459;+05.56389; 2.02e-01
J092404.5+362523;141.01875;+36.42305; 1.18e-01
J092405.3-023015;141.02208;-02.50417; 8.00e-02
J092406.1+141002;141.02542;+14.16736; 3.67e-01
J092409.1-105337;141.03792;-10.89375; 6.20e-02
J092414.5+030903;141.06042;+03.15083; 7.78e-02
J092415.0-014259;141.06250;-01.71639; 6.97e-02
J092418.0-314212;141.07500;-31.70347; 2.85e+00
J092431.7+470834;141.13210;+47.14278; 5.47e-02
J092436.0-090805;141.14999;-09.13486; 5.15e-02
J092436.2+472247;141.15083;+47.37986; 6.83e-02
J092440.9+284725;141.17041;+28.79042; 7.00e-02
J092448.4+391544;141.20168;+39.26236; 5.27e-02
J092448.5+304146;141.20209;+30.69625; 6.04e-02
J092449.2-234933;141.20500;-23.82583; 1.70e+00
J092455.1+575649;141.22958;+57.94708; 1.30e-01
J092455.2+513444;141.23001;+51.57889; 7.21e-02
J092501.0-643726;141.25417;-64.62389; 1.54e-01
J092505.9-432752;141.27458;-43.46458; 2.48e-01
J092512.3+521716;141.30124;+52.28792; 1.69e+00
J092527.3-062405;141.36374;-06.40153; 2.49e-01
J092527.8+370221;141.36583;+37.03917; 1.60e-01
J092529.6+540528;141.37334;+54.09111; 3.14e-01
J092536.0-531508;141.39999;-53.25236; 1.02e+00
J092543.0+595826;141.42917;+59.97389; 5.59e-02
J092543.1+485243;141.42958;+48.87861; 7.09e-02
J092544.4-804028;141.43500;-80.67445; 6.55e-02
J092545.7-475811;141.44041;-47.96972; 1.19e+00
J092545.8+001523;141.44084;+00.25639; 6.67e-02
J092554.3+400414;141.47626;+40.07069; 1.79e-01
J092555.0+195408;141.47917;+19.90222; 1.01e-01
J092555.0+453557;141.47917;+45.59930; 5.93e-02
J092603.6+124406;141.51501;+12.73514; 1.25e+00
J092629.8+130248;141.62418;+13.04667; 6.57e-02
J092630.4+782603;141.62668;+78.43417; 6.71e-02
J092636.4-361517;141.65166;-36.25486; 5.23e-02
J092638.1-131213;141.65875;-13.20361; 7.20e-02
J092647.3-645603;141.69708;-64.93430; 5.22e-02
J092648.4-362604;141.70166;-36.43458; 1.31e-01
J092653.7+082320;141.72375;+08.38903; 6.26e-02
J092654.8+812751;141.72833;+81.46430; 6.73e-02
J092655.5+410838;141.73125;+41.14403; 9.74e-02
J092656.5+041559;141.73543;+04.26653; 5.13e-02
J092658.3-163000;141.74292;-16.50000; 1.89e-01
J092702.8+390221;141.76167;+39.03917; 2.38e-01
J092703.4+522323;141.76418;+52.38972; 1.11e-01
J092705.7+374157;141.77374;+37.69931; 5.80e-02
J092710.8+532741;141.79500;+53.46139; 1.20e-01
J092711.0-704243;141.79584;-70.71194; 5.55e-02
J092711.3+444539;141.79709;+44.76083; 5.39e-02
J092717.9-222033;141.82458;-22.34250; 1.59e-01
J092718.3+230121;141.82625;+23.02250; 2.29e-01
J092719.9-105508;141.83293;-10.91889; 5.22e-02
J092728.5+393035;141.86874;+39.50972; 1.00e-01
J092737.3-350032;141.90543;-35.00903; 6.43e-02
J092748.9+403838;141.95375;+40.64403; 1.90e-01
J092752.1-203437;141.96707;-20.57694; 2.00e-01
J092757.6-660618;141.98999;-66.10500; 8.15e-02
J092804.2+744714;142.01750;+74.78736; 1.15e-01
J092806.8+203156;142.02834;+20.53222; 7.16e-02
J092818.6-781537;142.07750;-78.26028; 5.51e-02
J092824.5-641503;142.10210;-64.25097; 7.86e-02
J092829.9-092259;142.12457;-09.38319; 6.24e-02
J092836.1+374746;142.15041;+37.79611; 9.01e-02
J092837.3+602509;142.15543;+60.41930; 8.97e-02
J092839.9-152234;142.16624;-15.37611; 5.83e-02
J092844.6+222401;142.18584;+22.40042; 7.51e-02
J092846.7+383136;142.19458;+38.52681; 5.19e-02
J092854.0-410103;142.22501;-41.01764; 6.59e-02
J092856.0-354610;142.23334;-35.76958; 5.01e-02
J092900.3+191718;142.25125;+19.28833; 5.40e-02
J092907.1-240458;142.27959;-24.08278; 3.26e-01
J092908.1-671133;142.28375;-67.19250; 5.43e-02
J092909.4-024552;142.28917;-02.76458; 5.74e-01
J092916.4+501344;142.31834;+50.22889; 7.53e-02
J092921.9+561441;142.34126;+56.24486; 8.19e-02
J092922.3-431127;142.34291;-43.19097; 7.01e-02
J092927.6-443153;142.36501;-44.53153; 2.96e-01
J092935.3-581754;142.39709;-58.29833; 8.43e-02
J092942.8+004125;142.42833;+00.69042; 8.71e-02
J092955.6+053920;142.48166;+05.65569; 1.84e-01
J093010.3+533908;142.54292;+53.65222; 4.33e-01
J093014.2+263032;142.55917;+26.50889; 8.60e-02
J093017.7+470725;142.57376;+47.12375; 4.56e-01
J093021.8-313259;142.59084;-31.54972; 1.45e-01
J093023.0+194059;142.59583;+19.68306; 1.45e-01
J093023.2+125632;142.59668;+12.94222; 8.74e-02
J093031.1-704156;142.62959;-70.69889; 8.74e-02
J093034.7+464433;142.64458;+46.74264; 5.28e-02
J093036.5+103603;142.65208;+10.60083; 8.56e-01
J093037.1+495028;142.65459;+49.84111; 2.15e+00
J093038.0-752905;142.65833;-75.48486; 6.60e-02
J093041.9-402757;142.67458;-40.46583; 5.58e-01
J093042.6-533120;142.67751;-53.52236; 1.12e+00
J093047.9+404446;142.69958;+40.74625; 1.44e-01
J093055.1+350410;142.72958;+35.06944; 5.33e-02
J093056.2+393332;142.73416;+39.55889; 1.05e-01
J093059.7-281423;142.74875;-28.23986; 1.66e-01
J093107.0+030447;142.77916;+03.07972; 1.47e-01
J093117.6+033146;142.82333;+03.52958; 5.09e-02
J093120.5-740831;142.83542;-74.14194; 1.36e-01
J093121.9+751840;142.84125;+75.31111; 5.38e-02
J093125.5-734450;142.85626;-73.74722; 5.39e-01
J093147.6-651455;142.94833;-65.24875; 1.02e-01
J093155.0+370527;142.97917;+37.09083; 8.59e-02
J093158.6-620918;142.99417;-62.15514; 1.18e-01
J093203.7-575138;143.01541;-57.86055; 7.24e-02
J093212.2+335855;143.05083;+33.98208; 6.64e-02
J093212.3-204220;143.05125;-20.70569; 7.01e-02
J093215.5-734619;143.06458;-73.77194; 9.42e-02
J093225.5-111101;143.10625;-11.18375; 2.73e+00
J093226.5-523732;143.11041;-52.62569; 7.87e-02
J093243.9+265924;143.18291;+26.99000; 7.31e-01
J093255.6+433205;143.23166;+43.53472; 7.46e-02
J093258.4+475222;143.24333;+47.87292; 6.74e-02
J093300.9-421108;143.25375;-42.18570; 8.92e-02
J093301.4+495044;143.25584;+49.84555; 5.23e-02
J093302.0-255042;143.25833;-25.84500; 5.22e-02
J093303.0+385227;143.26251;+38.87431; 1.60e-01
J093305.7-743254;143.27374;-74.54847; 9.72e-02
J093308.2+534754;143.28416;+53.79833; 6.74e-02
J093310.2+000316;143.29251;+00.05458; 5.55e-02
J093313.9-484834;143.30791;-48.80944; 1.49e-01
J093318.2-171440;143.32584;-17.24444; 2.01e-01
J093321.1-701218;143.33792;-70.20514; 8.59e-02
J093322.7-063032;143.34459;-06.50903; 6.83e-02
J093322.7-293956;143.34459;-29.66570; 5.03e-02
J093332.2+485813;143.38417;+48.97028; 5.09e-02
J093341.4-170902;143.42250;-17.15055; 7.03e-02
J093345.7-271351;143.44041;-27.23097; 7.77e-02
J093346.5+624943;143.44376;+62.82875; 2.14e+00
J093346.5+871707;143.44376;+87.28542; 6.65e-02
J093348.3+211440;143.45125;+21.24444; 5.29e-02
J093350.5+385110;143.46042;+38.85292; 5.41e-02
J093353.1+152946;143.47125;+15.49611; 9.77e-02
J093355.6+141932;143.48166;+14.32556; 5.98e-02
J093404.9+195623;143.52042;+19.93972; 1.54e-01
J093406.5+440214;143.52708;+44.03736; 1.23e-01
J093413.8+362406;143.55751;+36.40167; 5.22e-01
J093427.2+745123;143.61334;+74.85639; 1.72e-01
J093428.7+694950;143.61958;+69.83056; 2.03e+00
J093430.2-172117;143.62582;-17.35486; 2.41e-01
J093434.7+261938;143.64458;+26.32722; 5.09e-02
J093436.1-002906;143.65042;-00.48500; 1.40e-01
J093441.6-280539;143.67334;-28.09431; 6.41e-02
J093444.7-060930;143.68625;-06.15847; 1.20e-01
J093450.8+310827;143.71167;+31.14097; 6.82e-02
J093455.3-780414;143.73041;-78.07069; 1.12e-01
J093457.6+343159;143.73999;+34.53320; 5.90e-02
J093457.8-645959;143.74084;-64.99986; 1.73e-01
J093502.0+433108;143.75833;+43.51889; 1.23e-01
J093504.8+105211;143.76999;+10.86986; 7.52e-02
J093508.8+481910;143.78667;+48.31958; 6.11e-02
J093510.6-145004;143.79417;-14.83458; 5.15e-02
J093511.8-354928;143.79916;-35.82458; 5.05e-02
J093521.7+395743;143.84042;+39.96194; 6.54e-02
J093526.7-351040;143.86125;-35.17778; 5.87e-02
J093527.4+261714;143.86417;+26.28722; 1.70e-01
J093530.2+110820;143.87584;+11.13889; 5.94e-02
J093530.9-280255;143.87875;-28.04875; 2.57e-01
J093540.6+354902;143.91917;+35.81722; 2.98e-01
J093544.5+320157;143.93542;+32.03264; 7.54e-02
J093545.5+760106;143.93958;+76.01847; 6.08e-02
J093547.4-133455;143.94751;-13.58208; 1.01e-01
J093548.3+352416;143.95125;+35.40445; 5.85e-02
J093601.9+425139;144.00792;+42.86097; 8.05e-02
J093611.3+514813;144.04709;+51.80375; 9.44e-02
J093613.6-782037;144.05667;-78.34361; 7.53e-02
J093614.6+373203;144.06084;+37.53417; 7.49e-02
J093618.0-045634;144.07500;-04.94292; 6.05e-02
J093618.0-092049;144.07500;-09.34708; 7.48e-02
J093621.7+475703;144.09041;+47.95083; 6.28e-02
J093622.9-211031;144.09543;-21.17528; 6.04e-02
J093626.3-182106;144.10959;-18.35180; 5.64e-02
J093631.9+282027;144.13292;+28.34097; 2.71e-01
J093633.6-244210;144.14000;-24.70292; 5.29e-02
J093641.0+101413;144.17084;+10.23694; 8.88e-02
J093642.4+565820;144.17667;+56.97222; 1.75e-01
J093642.6+505249;144.17751;+50.88028; 5.45e-02
J093646.0+573929;144.19167;+57.65820; 7.74e-02
J093654.0-334245;144.22499;-33.71264; 1.13e-01
J093657.1-261004;144.23792;-26.16792; 8.75e-02
J093657.6+120556;144.24001;+12.09903; 9.19e-02
J093659.5-334748;144.24791;-33.79667; 8.41e-02
J093701.0+010548;144.25417;+01.09681; 4.57e-01
J093703.2+424835;144.26334;+42.80972; 8.99e-02
J093703.7+361555;144.26543;+36.26542; 1.03e-01
J093711.5+500848;144.29791;+50.14680; 1.07e-01
J093712.5-420123;144.30209;-42.02319; 1.21e-01
J093714.4+031550;144.31000;+03.26389; 6.05e-02
J093728.4+324556;144.36833;+32.76556; 8.50e-02
J093728.5+653836;144.36874;+65.64333; 7.48e-02
J093730.7-054442;144.37791;-05.74514; 5.56e-02
J093732.7+543717;144.38625;+54.62153; 6.48e-02
J093737.7+601247;144.40709;+60.21320; 7.21e-02
J093749.5+244017;144.45625;+24.67153; 7.70e-02
J093757.1+730449;144.48792;+73.08028; 6.21e-02
J093758.3-010507;144.49292;-01.08542; 5.31e-02
J093800.6+081640;144.50250;+08.27778; 9.78e-02
J093803.6+443920;144.51500;+44.65569; 1.01e-01
J093804.6-011447;144.51917;-01.24639; 6.07e-02
J093804.7-202000;144.51958;-20.33333; 5.43e-02
J093810.2+703811;144.54250;+70.63639; 6.18e-02
J093811.0-262300;144.54584;-26.38347; 5.71e-02
J093813.2-010423;144.55501;-01.07319; 5.58e-02
J093822.8+520315;144.59500;+52.05416; 5.24e-02
J093834.7+421457;144.64458;+42.24931; 6.37e-02
J093840.4-015601;144.66832;-01.93361; 7.41e-02
J093846.6-215540;144.69417;-21.92778; 1.01e-01
J093847.1-663947;144.69624;-66.66319; 9.96e-02
J093851.0-030527;144.71249;-03.09097; 3.51e-01
J093855.3-281715;144.73041;-28.28764; 9.71e-02
J093857.8-490347;144.74084;-49.06319; 8.29e-02
J093900.4+253008;144.75166;+25.50222; 6.16e-02
J093908.8-251543;144.78667;-25.26194; 1.31e-01
J093913.3+060743;144.80542;+06.12875; 6.12e-02
J093918.0-235021;144.82500;-23.83917; 5.56e-02
J093929.8+514107;144.87416;+51.68528; 7.05e-02
J093933.0-064637;144.88750;-06.77694; 1.67e-01
J093939.4-341350;144.91415;-34.23069; 1.17e-01
J093942.8+560247;144.92833;+56.04653; 1.79e-01
J093945.7-410405;144.94041;-41.06805; 1.75e-01
J093947.8+752420;144.94916;+75.40556; 6.97e-02
J093951.6-213406;144.96500;-21.56833; 1.10e-01
J094002.6-171000;145.01083;-17.16667; 5.29e-02
J094009.1+380434;145.03792;+38.07625; 8.50e-02
J094011.4+212011;145.04750;+21.33653; 5.01e-02
J094017.8-252754;145.07416;-25.46514; 5.04e-02
J094020.7+614837;145.08626;+61.81028; 1.23e-01
J094021.7+502116;145.09041;+50.35458; 8.51e-02
J094024.8+775713;145.10333;+77.95375; 5.54e-02
J094033.5+462313;145.13959;+46.38694; 1.06e-01
J094037.3-565615;145.15541;-56.93764; 8.17e-02
J094039.1+134144;145.16292;+13.69569; 7.51e-02
J094042.5+021556;145.17709;+02.26569; 7.34e-02
J094043.3+772049;145.18042;+77.34708; 8.49e-02
J094052.5+275924;145.21875;+27.99000; 1.60e-01
J094054.4-245800;145.22667;-24.96667; 1.03e-01
J094055.3+074424;145.23042;+07.74000; 6.61e-02
J094057.6+032411;145.24001;+03.40306; 1.11e-01
J094101.9+294846;145.25792;+29.81292; 5.16e-02
J094104.0+385400;145.26666;+38.90000; 1.13e-01
J094108.5-613815;145.28542;-61.63764; 1.60e-01
J094110.2+095330;145.29250;+09.89167; 7.24e-02
J094110.7-122658;145.29459;-12.44958; 1.72e-01
J094111.4+483613;145.29750;+48.60361; 2.48e-01
J094124.5-332351;145.35208;-33.39764; 7.35e-02
J094129.5-182903;145.37291;-18.48431; 8.66e-02
J094134.3-175307;145.39293;-17.88542; 3.99e-01
J094134.8-055804;145.39500;-05.96792; 1.05e-01
J094135.5+275655;145.39792;+27.94875; 5.46e-02
J094140.9-255751;145.42043;-25.96431; 5.91e-02
J094149.6+611210;145.45667;+61.20292; 1.05e-01
J094202.2+085758;145.50917;+08.96611; 1.30e-01
J094204.0+234106;145.51666;+23.68500; 1.20e-01
J094208.6-070652;145.53583;-07.11444; 7.47e-02
J094209.5+334638;145.53958;+33.77722; 1.32e-01
J094210.2+065032;145.54250;+06.84236; 1.40e-01
J094211.6-224027;145.54834;-22.67417; 1.14e-01
J094234.1+093843;145.64209;+09.64528; 1.53e-01
J094234.1-151115;145.64209;-15.18750; 5.85e-02
J094239.3-622857;145.66374;-62.48264; 8.34e-02
J094240.3-555001;145.66791;-55.83361; 8.37e-02
J094247.2+700238;145.69667;+70.04389; 1.79e-01
J094247.5-723945;145.69792;-72.66264; 8.34e-02
J094254.9+321538;145.72874;+32.26069; 5.52e-02
J094305.0+280540;145.77084;+28.09444; 6.59e-02
J094310.9-631304;145.79541;-63.21778; 1.56e-01
J094320.7+042417;145.83626;+04.40486; 1.11e-01
J094321.3-761957;145.83876;-76.33264; 2.10e-01
J094324.5-160054;145.85210;-16.01500; 6.28e-02
J094327.1+023729;145.86292;+02.62486; 1.57e-01
J094334.3+533441;145.89291;+53.57806; 5.36e-02
J094343.1+345452;145.92958;+34.91459; 5.77e-02
J094344.9+555724;145.93709;+55.95667; 4.60e-01
J094354.2-312703;145.97583;-31.45083; 8.07e-02
J094355.3-070944;145.98042;-07.16222; 1.13e-01
J094401.0+642442;146.00417;+64.41167; 6.37e-02
J094402.1+480656;146.00874;+48.11570; 5.88e-02
J094405.7+573251;146.02403;+57.54752; 1.02e-01
J094411.5+252116;146.04791;+25.35458; 1.96e-01
J094414.2-115218;146.05917;-11.87181; 2.98e-01
J094414.2-211631;146.05917;-21.27528; 7.12e-02
J094421.0-014444;146.08749;-01.74569; 1.77e-01
J094428.0+360841;146.11667;+36.14486; 1.98e-01
J094432.1+035738;146.13376;+03.96056; 8.92e-02
J094432.8+573544;146.13666;+57.59555; 1.41e-01
J094436.5-263353;146.15208;-26.56472; 2.87e-01
